User_Id,Sex,Sports_IF,MovieGenres_IF,MusicGenres_IF,Hobbies_IF,TravelPreferences_IF,FoodPreferences_IF,Books_IF,VideoGames_IF,OutdoorActivities_IF,LifestylePreferences_IF,Age
385,female,"Running, Cycling, Football, Badminton, Swimming, Gymnastics, Cricket, Basketball",,Pop,"Reading, Painting, Knitting, Gaming, Gardening, Crafting","Luxury Resorts, Adventure Sports","Seafood, Desserts, Mexican, Chinese, BBQ, Japanese, Italian, Vegan, Mediterranean","Fantasy, Poetry, Mystery, Romance, Biographies, Fiction, Thriller, Self-help","Simulation, FPS, Sports, Fighting, Strategy, RPG, Action, Adventure, Indie","Fishing, Rock Climbing","Volunteering, Tech Gadgets, Fitness, Socializing, Sustainability, Mindfulness",39
386,female,"Swimming, Badminton","Animated, Romance, Fantasy, Sci-Fi, Mystery, Horror, Comedy","Rock, Reggae, Hip-hop, EDM, Country, Blues, Classical, Jazz","Knitting, Cooking","Historical Sites, Cities, Luxury Resorts, Countryside, Wildlife Safaris","Italian, Desserts, Indian, BBQ, Chinese",Biographies,"Simulation, Action, Adventure, RPG, Strategy, FPS, Puzzle, Indie","Stargazing, Surfing, Camping, Rock Climbing, Skiing, Hiking, Picnicking",Sustainability,26
387,female,"Running, Football, Basketball, Cricket, Yoga, Gymnastics, Tennis, Cycling, Swimming, Badminton","Horror, Sci-Fi, Comedy, Fantasy","Reggae, Folk, Country, Rock, Jazz, Hip-hop",Photography,"Luxury Resorts, Road Trips, Cultural Festivals, Countryside","Seafood, Mediterranean, Desserts",,"Puzzle, Indie, FPS, Sports, Adventure, RPG, Strategy, Simulation, Action","Skiing, Fishing, Stargazing, Picnicking, Surfing, Rock Climbing","Fitness, Tech Gadgets, DIY Projects, Minimalism, Volunteering, Entrepreneurship, Socializing, Fashion, Mindfulness",20
388,female,"Swimming, Badminton, Basketball","Horror, Documentary, Mystery, Drama, Fantasy, Romance","Classical, Reggae, Country, Rock, Pop, Jazz, EDM, Hip-hop",Gaming,"Beaches, Wildlife Safaris, Historical Sites","Mexican, Mediterranean, Vegan","Mystery, Biographies, Thriller, Fiction, Fantasy","Action, Simulation, Indie, Adventure, Strategy, Fighting, FPS, Sports, Puzzle","Bird Watching, Stargazing, Picnicking, Skiing","Fashion, Sustainability, Volunteering",25
389,female,"Badminton, Football, Running, Swimming, Cricket, Yoga, Basketball","Romance, Mystery, Drama, Action",EDM,"Dancing, Reading, Crafting","Historical Sites, Cultural Festivals, Beaches, Countryside, Wildlife Safaris","Vegan, Japanese","Non-Fiction, Biographies, Science Fiction, Fiction, Fantasy, Self-help, Poetry, Romance, Thriller","Adventure, Indie, Puzzle, Sports, Strategy, FPS, Fighting, RPG","Stargazing, Fishing, Surfing, Hiking, Picnicking, Skiing, Bird Watching, Boating, Rock Climbing","Fitness, Entrepreneurship, Mindfulness, Volunteering, Tech Gadgets, DIY Projects, Socializing, Fashion, Sustainability, Minimalism",21
390,female,Gymnastics,"Comedy, Romance, Horror, Animated, Sci-Fi, Drama","EDM, Rock, Folk, Classical, Blues, Pop, Reggae, Jazz, Country",Reading,"Adventure Sports, Road Trips, Beaches, Wildlife Safaris, Countryside, Cities","Desserts, Mexican","Fantasy, Science Fiction","Fighting, Strategy, RPG","Hiking, Skiing","Mindfulness, Fashion, Tech Gadgets, Minimalism",25
391,female,,Documentary,"Jazz, Folk, EDM, Reggae, Pop, Classical, Rock, Country, Blues, Hip-hop","Photography, Crafting, Dancing","Cities, Mountains, Historical Sites, Wildlife Safaris, Road Trips","BBQ, Seafood","Fiction, Poetry, Science Fiction, Biographies","Indie, RPG, Fighting, FPS, Strategy, Simulation, Sports","Skiing, Picnicking",,30
392,female,Cricket,"Comedy, Horror, Fantasy, Documentary, Drama, Action, Romance, Mystery","Blues, Rock","Photography, Knitting, Writing, Cooking, Crafting, Reading, Dancing, Gaming",,Desserts,"Biographies, Fantasy, Science Fiction, Thriller, Non-Fiction, Fiction",,"Boating, Skiing, Hiking, Fishing","Volunteering, Socializing, Tech Gadgets, Minimalism, Mindfulness, Entrepreneurship, Fashion, Sustainability, DIY Projects",20
393,female,"Yoga, Running, Badminton, Gymnastics, Football, Cycling, Basketball, Cricket, Tennis","Documentary, Comedy, Drama, Horror, Action, Animated, Sci-Fi, Romance, Mystery, Fantasy","Blues, Hip-hop, Jazz, Rock, Reggae, Country, Classical, Folk, Pop","Knitting, Gaming, Cooking","Beaches, Cultural Festivals",,"Science Fiction, Fiction, Fantasy, Non-Fiction, Mystery, Thriller, Poetry","Puzzle, Fighting, RPG, Action","Camping, Hiking","Minimalism, DIY Projects, Entrepreneurship, Fitness, Fashion, Sustainability",21
394,female,"Basketball, Tennis","Mystery, Documentary, Fantasy, Comedy, Romance, Sci-Fi, Action, Drama, Horror, Animated","Pop, Hip-hop, Jazz, Rock, Folk, Country","Painting, Cooking, Reading, Gaming, Crafting",,"BBQ, Desserts, Seafood, Italian, Japanese, Indian, Mediterranean, Mexican, Vegan","Self-help, Poetry, Biographies",Adventure,"Surfing, Fishing, Bird Watching, Skiing, Picnicking, Hiking","Tech Gadgets, Entrepreneurship, Sustainability, Socializing, Fashion, DIY Projects, Mindfulness, Volunteering",38
395,female,"Cricket, Running, Gymnastics, Badminton, Yoga","Drama, Action, Documentary, Fantasy","Blues, EDM, Rock, Hip-hop, Classical","Photography, Writing, Crafting","Countryside, Mountains, Cultural Festivals, Wildlife Safaris, Adventure Sports, Cities, Luxury Resorts, Road Trips, Beaches, Historical Sites","Indian, Japanese, Mediterranean, Italian","Science Fiction, Thriller, Biographies, Poetry, Fiction, Fantasy","Indie, Adventure, Action, Sports, Fighting, FPS, Puzzle, RPG, Simulation, Strategy","Rock Climbing, Surfing, Boating, Skiing, Fishing",Volunteering,21
396,female,"Running, Swimming, Yoga, Tennis, Cycling, Cricket, Basketball","Sci-Fi, Animated","Hip-hop, Folk, Jazz, Blues, Classical, Country","Gardening, Writing, Photography, Dancing, Reading, Knitting, Crafting, Cooking, Gaming, Painting","Road Trips, Cities, Adventure Sports, Beaches","Mexican, Italian","Poetry, Non-Fiction, Fiction, Fantasy, Thriller, Romance","RPG, Simulation, Action, Strategy, FPS",,Entrepreneurship,29
397,female,"Cycling, Running, Swimming, Badminton, Basketball, Yoga, Tennis",Mystery,"Pop, Rock, Jazz, Reggae, Hip-hop, EDM","Gaming, Gardening, Reading, Photography, Dancing, Writing, Painting, Knitting, Cooking",,"Mediterranean, Italian, Seafood, Japanese, Chinese, Mexican, Vegan, Desserts, BBQ, Indian","Non-Fiction, Self-help, Science Fiction, Thriller, Mystery, Biographies, Romance","Sports, Puzzle, Indie, Adventure, Simulation, Action","Hiking, Fishing, Surfing, Camping",Volunteering,31
398,female,"Gymnastics, Badminton, Cycling, Football, Tennis, Cricket, Swimming, Yoga",,"Folk, Reggae, Rock, EDM, Hip-hop, Classical, Pop, Country, Jazz","Crafting, Writing, Painting","Historical Sites, Cultural Festivals, Countryside, Cities, Road Trips, Wildlife Safaris, Mountains, Beaches","Japanese, BBQ, Chinese, Seafood, Mexican, Mediterranean, Vegan, Italian, Indian, Desserts","Romance, Self-help, Poetry, Fantasy, Non-Fiction, Science Fiction, Thriller, Biographies","Strategy, Action","Bird Watching, Hiking, Boating, Camping, Surfing, Stargazing",Mindfulness,22
399,female,"Football, Gymnastics, Swimming, Cricket, Running","Animated, Drama, Action, Horror, Documentary, Romance","Blues, Pop, Classical, Jazz","Cooking, Knitting, Painting, Photography, Gardening, Gaming, Reading, Crafting, Writing, Dancing","Historical Sites, Cities, Luxury Resorts, Mountains, Wildlife Safaris, Countryside, Adventure Sports, Road Trips, Cultural Festivals","Desserts, Mediterranean, Seafood","Fantasy, Thriller, Fiction, Poetry, Biographies, Romance, Science Fiction, Self-help, Non-Fiction","Adventure, FPS, Puzzle, Sports, Fighting, RPG, Action, Simulation","Stargazing, Bird Watching, Rock Climbing, Fishing, Boating","Tech Gadgets, Entrepreneurship, Minimalism, Sustainability",31
400,female,,"Horror, Fantasy, Comedy, Sci-Fi, Romance, Animated","Rock, Blues, Folk, Pop, Classical","Writing, Knitting, Dancing",,"Seafood, Indian, Vegan, BBQ, Japanese, Mediterranean, Chinese, Desserts","Fiction, Thriller, Romance, Fantasy",Adventure,"Camping, Skiing, Rock Climbing, Stargazing, Surfing","Mindfulness, Fitness, Volunteering, Entrepreneurship, Minimalism, Sustainability, Socializing, Fashion, Tech Gadgets",29
401,female,"Yoga, Gymnastics, Basketball, Tennis, Cricket","Horror, Fantasy, Romance","Pop, Hip-hop, Folk, Country, EDM, Reggae, Classical, Blues","Writing, Cooking, Photography","Adventure Sports, Cultural Festivals, Wildlife Safaris, Beaches, Luxury Resorts, Mountains, Road Trips, Countryside, Historical Sites",Chinese,"Mystery, Non-Fiction, Self-help, Poetry, Fantasy, Biographies, Thriller, Romance, Science Fiction, Fiction","Strategy, Fighting, Puzzle, Simulation, Sports, Indie, FPS","Camping, Surfing, Bird Watching, Rock Climbing, Boating, Skiing, Picnicking, Stargazing, Fishing",,32
402,female,"Tennis, Running, Yoga","Romance, Fantasy","Blues, Jazz, Folk, Country, Rock, Reggae, Pop, Classical","Painting, Reading, Writing, Gaming, Dancing, Photography, Knitting, Crafting, Gardening, Cooking","Historical Sites, Mountains, Countryside, Beaches, Adventure Sports, Luxury Resorts, Wildlife Safaris, Cultural Festivals","Chinese, Japanese, Desserts, Seafood, Mediterranean","Romance, Biographies, Non-Fiction, Mystery, Poetry, Science Fiction, Fiction, Thriller",Sports,"Hiking, Fishing, Boating, Skiing","DIY Projects, Entrepreneurship, Mindfulness, Volunteering",19
403,female,"Football, Cricket, Swimming, Running, Gymnastics, Yoga, Badminton, Basketball",Mystery,"Pop, EDM, Blues, Jazz, Reggae, Rock, Hip-hop, Classical","Crafting, Cooking","Wildlife Safaris, Historical Sites, Road Trips","Mediterranean, Chinese, Indian, Italian","Fantasy, Self-help, Poetry, Non-Fiction, Biographies, Science Fiction, Romance, Thriller","Fighting, Adventure, RPG, FPS","Fishing, Rock Climbing, Hiking, Skiing","Sustainability, Volunteering, Entrepreneurship",39
404,female,"Football, Cycling, Cricket, Basketball, Badminton, Tennis, Yoga, Running",,"Country, EDM, Reggae, Pop, Rock, Folk, Hip-hop, Classical, Jazz","Gaming, Reading, Gardening, Dancing, Knitting, Painting","Mountains, Cities, Adventure Sports, Historical Sites","Mexican, Mediterranean","Self-help, Fiction, Non-Fiction, Biographies, Mystery, Fantasy, Poetry","RPG, Sports, Action, Fighting, Strategy, FPS, Indie, Simulation","Camping, Picnicking, Rock Climbing, Boating, Fishing, Stargazing, Hiking, Surfing, Bird Watching","Fashion, Minimalism, Tech Gadgets, Fitness, Entrepreneurship, Sustainability, Volunteering",49
405,female,"Basketball, Badminton, Gymnastics, Cycling, Tennis, Running, Swimming, Cricket, Yoga, Football","Mystery, Sci-Fi, Documentary, Drama, Comedy","Rock, Pop, Country, Blues, Classical, Hip-hop, Folk, EDM, Jazz",,"Luxury Resorts, Cultural Festivals, Mountains, Adventure Sports, Beaches, Road Trips, Wildlife Safaris, Historical Sites, Cities, Countryside","Japanese, Desserts, Italian, Indian, Mexican, Chinese, Mediterranean, Seafood","Non-Fiction, Fantasy, Mystery, Poetry, Self-help",,Rock Climbing,"Socializing, Volunteering, Fitness, Entrepreneurship, Minimalism, Sustainability, Fashion, Mindfulness, Tech Gadgets",22
406,female,"Yoga, Cricket, Running","Romance, Action",Classical,"Painting, Dancing","Adventure Sports, Luxury Resorts, Mountains, Beaches, Cities, Road Trips, Historical Sites, Cultural Festivals, Wildlife Safaris","Seafood, Mediterranean, BBQ, Japanese","Self-help, Science Fiction, Thriller, Fantasy",Indie,,"Tech Gadgets, Mindfulness, Entrepreneurship, DIY Projects, Minimalism, Fashion",38
407,female,"Gymnastics, Swimming","Horror, Drama, Animated, Mystery, Romance, Action, Sci-Fi","Classical, Rock",,"Cultural Festivals, Luxury Resorts, Cities, Countryside, Historical Sites, Wildlife Safaris, Adventure Sports, Road Trips, Beaches, Mountains","Seafood, Japanese, Indian, Desserts, Chinese, Vegan, BBQ, Italian, Mediterranean, Mexican",Fantasy,"Action, Puzzle, Adventure, Strategy","Fishing, Hiking, Picnicking, Bird Watching, Rock Climbing, Skiing, Stargazing, Camping","Entrepreneurship, Minimalism, Fashion, Fitness, DIY Projects, Mindfulness, Sustainability, Socializing, Tech Gadgets",22
408,female,"Tennis, Basketball, Football, Gymnastics, Yoga","Fantasy, Documentary",Classical,"Writing, Crafting, Gardening, Reading, Painting, Photography, Dancing, Cooking, Knitting","Cities, Beaches, Wildlife Safaris","Mexican, BBQ, Seafood, Vegan, Italian, Desserts, Indian","Fiction, Science Fiction, Poetry, Mystery, Biographies, Romance",Indie,"Camping, Hiking, Fishing, Skiing","Sustainability, Mindfulness, Fitness, DIY Projects, Minimalism",32
409,female,"Yoga, Tennis, Running",,"Reggae, Classical, Jazz, Country, Hip-hop, Folk, Blues, Pop","Gaming, Knitting, Cooking, Painting, Dancing, Writing, Reading","Luxury Resorts, Road Trips, Mountains, Countryside, Cities, Beaches, Adventure Sports, Cultural Festivals, Wildlife Safaris, Historical Sites","Mexican, Seafood, Italian, Vegan","Fiction, Mystery, Non-Fiction, Poetry, Science Fiction, Self-help, Fantasy, Romance, Biographies, Thriller","Simulation, Sports, Adventure, Puzzle, Strategy, Indie, FPS, Action","Boating, Hiking, Picnicking, Skiing, Stargazing, Bird Watching, Surfing","Fitness, Minimalism, Tech Gadgets",33
410,female,"Badminton, Gymnastics","Animated, Drama, Mystery","Hip-hop, Reggae, EDM, Jazz, Folk, Country, Blues, Pop","Writing, Photography, Dancing, Gaming, Crafting, Gardening","Cultural Festivals, Adventure Sports, Road Trips, Cities, Wildlife Safaris, Beaches, Historical Sites, Countryside","Mexican, BBQ, Chinese, Italian, Seafood, Vegan, Indian, Mediterranean, Japanese, Desserts","Fiction, Biographies, Romance, Non-Fiction, Fantasy, Poetry, Self-help, Thriller, Science Fiction","Adventure, Action","Camping, Skiing, Hiking, Boating, Bird Watching, Stargazing","Mindfulness, Sustainability, Fashion, Tech Gadgets, Socializing, Minimalism, Fitness, Volunteering",36
411,female,"Gymnastics, Cricket, Yoga, Badminton","Animated, Romance, Drama, Fantasy, Comedy, Horror, Action, Documentary, Mystery, Sci-Fi","Country, Hip-hop, Folk, Rock, Blues, Classical, Jazz, Pop","Photography, Crafting, Knitting, Painting, Cooking","Luxury Resorts, Mountains, Cities, Historical Sites","Chinese, Desserts, Vegan, Mexican, Italian","Mystery, Self-help, Poetry, Romance, Biographies, Non-Fiction",Puzzle,,Minimalism,43
412,female,"Cricket, Swimming, Gymnastics, Football, Running, Yoga, Tennis, Badminton, Cycling","Mystery, Sci-Fi","Blues, Rock, EDM, Pop, Jazz, Country, Folk, Reggae, Classical, Hip-hop","Gaming, Crafting, Gardening, Writing","Adventure Sports, Cities, Road Trips, Luxury Resorts, Cultural Festivals, Historical Sites, Countryside, Beaches, Wildlife Safaris","Chinese, Mediterranean, Seafood, Mexican, Desserts, Italian, Indian","Fiction, Self-help, Mystery, Poetry, Biographies, Romance","Action, Simulation, Fighting, Adventure, Sports, Puzzle, RPG, Strategy","Boating, Camping, Fishing, Bird Watching","Sustainability, Fashion, Volunteering",20
413,female,"Running, Yoga, Gymnastics, Cycling, Football, Badminton, Basketball","Drama, Action, Fantasy, Romance, Documentary, Sci-Fi, Comedy, Animated, Mystery","Hip-hop, EDM, Pop","Gardening, Writing, Painting","Beaches, Wildlife Safaris, Countryside, Adventure Sports","Mexican, Mediterranean","Biographies, Non-Fiction, Science Fiction","Puzzle, Strategy, Fighting","Bird Watching, Stargazing, Skiing, Camping, Hiking, Fishing, Picnicking, Surfing, Rock Climbing, Boating","Volunteering, Sustainability, Mindfulness, Socializing, Fashion, Minimalism",22
414,female,"Football, Badminton, Basketball, Tennis, Swimming, Cycling, Yoga, Gymnastics","Documentary, Drama, Mystery, Horror, Romance, Comedy, Animated","Classical, Hip-hop, Pop, Blues, Country, Folk, Jazz, Reggae, Rock, EDM","Gaming, Cooking, Knitting, Photography, Writing","Beaches, Historical Sites, Adventure Sports, Countryside, Road Trips, Luxury Resorts","Mexican, Italian, Vegan, Chinese","Fiction, Fantasy, Poetry","Indie, Sports, Simulation, Strategy, RPG, FPS, Action","Hiking, Fishing, Stargazing, Boating, Surfing, Picnicking, Rock Climbing, Bird Watching","Mindfulness, DIY Projects, Volunteering, Fashion",19
415,female,,"Horror, Comedy, Fantasy, Romance, Drama, Mystery, Documentary, Action, Animated, Sci-Fi","Blues, Jazz, Pop, Rock, Reggae","Photography, Cooking","Cities, Historical Sites, Beaches, Road Trips, Mountains","Indian, Mexican, Mediterranean, Seafood, BBQ, Chinese, Desserts","Fantasy, Thriller",Action,"Fishing, Camping, Bird Watching, Surfing, Stargazing, Skiing, Boating, Hiking, Rock Climbing","Volunteering, Sustainability, Socializing, Tech Gadgets, Minimalism, Fashion, Fitness",24
416,female,"Badminton, Football, Cycling, Tennis, Yoga, Cricket, Basketball","Animated, Mystery, Sci-Fi, Romance, Fantasy, Action, Horror, Drama, Comedy, Documentary","Country, Blues, Pop","Photography, Knitting, Gardening","Cultural Festivals, Mountains, Countryside, Historical Sites, Adventure Sports, Road Trips, Beaches","Indian, Chinese, Japanese, Italian, Mediterranean, Vegan, BBQ","Romance, Non-Fiction","Action, RPG, Fighting, Adventure, Puzzle, Strategy, Sports, Simulation, FPS",,"Socializing, Volunteering, Fitness, Fashion, Entrepreneurship, DIY Projects, Tech Gadgets, Mindfulness",30
417,female,,Documentary,"Reggae, Folk, EDM, Rock, Pop, Classical, Hip-hop, Blues","Crafting, Writing, Dancing, Gaming, Reading","Adventure Sports, Luxury Resorts, Countryside, Road Trips, Wildlife Safaris, Mountains, Historical Sites","Vegan, Seafood","Non-Fiction, Romance, Science Fiction, Thriller, Fantasy, Self-help, Poetry, Fiction, Mystery, Biographies","FPS, Puzzle, Adventure, Indie, RPG, Sports, Strategy","Bird Watching, Picnicking, Boating","Fashion, Entrepreneurship, Sustainability",25
418,female,Gymnastics,"Horror, Romance","EDM, Blues, Reggae, Rock, Jazz","Reading, Gardening, Knitting, Crafting, Writing","Countryside, Adventure Sports, Historical Sites, Cultural Festivals, Wildlife Safaris, Cities, Mountains, Luxury Resorts",,"Science Fiction, Mystery, Fiction, Thriller, Non-Fiction, Poetry, Fantasy, Biographies","Sports, Indie, Fighting","Picnicking, Hiking, Skiing, Boating","Volunteering, Fitness, Socializing, DIY Projects, Minimalism, Entrepreneurship, Tech Gadgets",23
419,female,"Gymnastics, Cycling, Tennis, Yoga, Badminton, Football, Swimming, Basketball, Running","Comedy, Sci-Fi, Drama, Action, Mystery",EDM,"Knitting, Writing, Gaming, Gardening, Photography, Crafting, Cooking, Dancing, Painting",,"Indian, Japanese, Seafood, Italian","Poetry, Self-help, Thriller","RPG, Adventure, Indie","Rock Climbing, Bird Watching, Fishing, Hiking, Picnicking","Volunteering, Fitness, Fashion",40
420,female,"Running, Swimming, Gymnastics, Football, Cricket",,"Folk, Pop","Knitting, Cooking, Photography, Crafting, Gaming","Wildlife Safaris, Mountains, Countryside, Cultural Festivals, Adventure Sports, Road Trips, Historical Sites, Beaches, Cities","Chinese, BBQ, Japanese, Indian, Mexican, Desserts",,Simulation,,,34
421,female,"Basketball, Yoga",,"Blues, Hip-hop, Classical, Reggae, Jazz, Folk, Pop, Country, EDM","Gardening, Crafting",Beaches,"BBQ, Indian","Non-Fiction, Thriller, Fiction, Self-help, Science Fiction, Poetry, Biographies, Mystery","Fighting, Strategy, Puzzle, RPG, FPS, Simulation, Action, Sports, Adventure","Skiing, Surfing, Fishing, Camping, Picnicking, Hiking, Rock Climbing, Bird Watching, Boating","Fashion, Socializing, Volunteering, Entrepreneurship, DIY Projects, Minimalism, Sustainability, Tech Gadgets",40
422,female,"Tennis, Running, Gymnastics, Cricket, Badminton, Swimming",,"Country, Rock, Hip-hop, Blues, Classical","Gardening, Cooking, Crafting","Cultural Festivals, Road Trips, Adventure Sports, Historical Sites","Indian, Chinese, BBQ, Mexican, Desserts","Self-help, Non-Fiction, Biographies, Science Fiction, Poetry, Fantasy","Adventure, Fighting, RPG","Boating, Picnicking",Mindfulness,22
423,female,Basketball,"Mystery, Drama, Horror, Action, Animated","Jazz, Blues, Pop, Rock, Country","Knitting, Dancing","Luxury Resorts, Historical Sites, Cities, Wildlife Safaris, Road Trips, Mountains, Countryside, Adventure Sports","BBQ, Mexican, Seafood, Japanese, Chinese, Mediterranean, Desserts, Italian, Vegan","Fantasy, Thriller, Fiction, Biographies, Romance, Mystery, Poetry, Science Fiction, Self-help, Non-Fiction","FPS, Fighting, Puzzle, Adventure","Surfing, Rock Climbing",Socializing,22
424,female,"Basketball, Running, Gymnastics, Yoga, Football, Swimming","Sci-Fi, Mystery, Fantasy, Horror, Romance, Animated, Drama","Country, Rock, Folk, Jazz, Blues, Classical, Pop, EDM, Reggae","Cooking, Crafting, Painting, Gaming, Gardening, Dancing, Knitting, Writing, Reading, Photography","Wildlife Safaris, Beaches, Cultural Festivals, Cities, Road Trips","Desserts, Chinese, Vegan, Mediterranean, BBQ, Japanese, Mexican",,"Action, Adventure, RPG, Indie, Strategy, Sports","Picnicking, Skiing, Boating, Rock Climbing, Fishing, Hiking","Socializing, Mindfulness, Minimalism",34
425,female,Swimming,"Drama, Animated, Sci-Fi, Mystery","Classical, Country, Folk, Hip-hop","Knitting, Painting, Reading","Cultural Festivals, Cities, Historical Sites, Wildlife Safaris, Beaches, Adventure Sports, Road Trips","Chinese, Seafood, Desserts, Japanese, Vegan, Mexican, Mediterranean, Italian, Indian, BBQ","Fiction, Fantasy, Poetry","FPS, Fighting","Boating, Picnicking, Camping, Stargazing","Entrepreneurship, DIY Projects, Socializing",22
426,female,"Tennis, Basketball, Gymnastics, Running, Yoga","Comedy, Sci-Fi","Pop, Jazz, Blues, Classical","Gaming, Photography","Historical Sites, Countryside, Mountains, Road Trips, Cultural Festivals, Beaches, Wildlife Safaris","Indian, Vegan, Italian, Japanese, Desserts",Poetry,"Strategy, Indie, Fighting, RPG, FPS, Adventure, Puzzle, Simulation, Sports, Action","Camping, Fishing","Socializing, Sustainability, Fitness, DIY Projects, Mindfulness, Entrepreneurship, Fashion, Tech Gadgets, Minimalism",28
427,female,"Swimming, Yoga, Gymnastics, Cricket, Badminton, Tennis, Football","Mystery, Drama, Romance, Fantasy, Horror, Comedy","Reggae, Classical, Blues, Rock, EDM, Jazz, Folk, Country","Painting, Photography, Reading, Crafting, Gardening, Gaming, Dancing, Knitting, Cooking","Mountains, Historical Sites, Cities, Wildlife Safaris, Countryside, Road Trips, Luxury Resorts, Beaches","Mediterranean, Seafood, Japanese, Italian, BBQ, Chinese, Vegan, Desserts, Mexican, Indian","Romance, Mystery, Non-Fiction, Biographies, Poetry, Fantasy, Thriller, Self-help","Strategy, Action, Sports, FPS, Simulation, Puzzle, Adventure","Camping, Bird Watching, Rock Climbing, Hiking","Fitness, Volunteering, DIY Projects, Socializing, Sustainability, Tech Gadgets",38
428,female,Cricket,Drama,"Classical, Jazz",Crafting,"Countryside, Road Trips, Wildlife Safaris, Beaches, Cultural Festivals, Adventure Sports, Mountains, Luxury Resorts, Cities, Historical Sites","BBQ, Italian, Seafood, Desserts, Indian, Vegan, Japanese, Chinese, Mediterranean, Mexican","Thriller, Poetry, Non-Fiction, Romance, Biographies, Self-help, Science Fiction, Mystery","Simulation, Puzzle, Action, Sports, Indie, FPS, Strategy, Adventure, Fighting, RPG","Stargazing, Boating, Fishing, Skiing, Bird Watching, Rock Climbing, Surfing, Camping, Picnicking","Tech Gadgets, Fitness, DIY Projects, Socializing, Entrepreneurship, Minimalism, Volunteering, Mindfulness, Sustainability",28
429,female,"Cycling, Basketball","Comedy, Drama, Mystery, Fantasy","Classical, Folk, Pop, Reggae, Hip-hop, EDM, Rock, Blues","Cooking, Painting","Historical Sites, Countryside, Road Trips, Cities, Wildlife Safaris, Mountains, Beaches, Cultural Festivals, Luxury Resorts",,"Poetry, Self-help, Fantasy, Thriller, Mystery, Biographies, Fiction, Science Fiction","FPS, Fighting, Action, Simulation, RPG, Puzzle","Bird Watching, Rock Climbing","Fitness, DIY Projects, Minimalism",34
430,female,,"Animated, Mystery, Documentary, Drama, Horror, Comedy","Reggae, Hip-hop, Rock, Classical, Blues, EDM","Knitting, Dancing, Gaming","Road Trips, Cultural Festivals, Countryside, Adventure Sports, Luxury Resorts, Beaches, Cities","Indian, Italian, Japanese, Vegan, Chinese, Seafood","Science Fiction, Fantasy, Biographies, Poetry, Fiction",,"Bird Watching, Camping","Socializing, Minimalism, Mindfulness, Fashion",40
431,female,"Gymnastics, Yoga, Swimming, Badminton","Action, Horror, Sci-Fi, Romance, Mystery, Drama",,"Photography, Dancing, Knitting, Painting",,"Chinese, Desserts, Mediterranean, BBQ, Seafood, Indian, Japanese, Mexican, Vegan","Fantasy, Science Fiction, Mystery, Non-Fiction, Self-help","Adventure, Strategy, Simulation, Sports, Puzzle, Indie, Fighting, FPS, Action, RPG","Fishing, Skiing, Picnicking, Boating, Bird Watching, Hiking","Fashion, Sustainability, Fitness, Socializing, Mindfulness, DIY Projects",35
432,female,"Basketball, Yoga, Running, Tennis, Cricket, Gymnastics","Action, Comedy, Romance, Horror, Mystery, Documentary, Fantasy, Drama, Animated, Sci-Fi","Country, Hip-hop, Classical, Blues, Folk, Rock, Reggae, Jazz, Pop, EDM","Gaming, Painting, Photography, Crafting, Dancing, Reading, Knitting","Beaches, Mountains, Adventure Sports, Cities, Wildlife Safaris","Desserts, Vegan, Japanese, Chinese, Mediterranean, BBQ","Science Fiction, Poetry, Fantasy, Fiction, Romance, Thriller, Non-Fiction, Self-help, Mystery, Biographies","FPS, Action, Puzzle, Fighting, Adventure, Strategy, Sports, RPG, Simulation, Indie","Picnicking, Bird Watching, Surfing, Boating, Fishing, Camping, Hiking, Skiing, Rock Climbing","Mindfulness, Fashion, Fitness, Socializing, DIY Projects",25
433,female,"Swimming, Gymnastics, Cycling, Badminton, Yoga, Cricket, Running, Football, Basketball, Tennis","Comedy, Horror",Classical,"Cooking, Photography, Painting, Gaming, Writing, Knitting, Crafting, Dancing, Reading, Gardening","Wildlife Safaris, Mountains, Luxury Resorts, Beaches, Road Trips",Indian,"Self-help, Science Fiction, Fantasy, Biographies","Strategy, RPG, FPS, Puzzle","Camping, Hiking, Skiing, Rock Climbing","Tech Gadgets, DIY Projects, Mindfulness",28
434,female,"Cycling, Gymnastics, Yoga, Tennis, Running, Badminton","Horror, Drama, Fantasy","Hip-hop, Country, Jazz, Pop","Writing, Painting, Cooking, Gaming, Crafting","Cultural Festivals, Countryside, Road Trips, Beaches","Mexican, Chinese, Vegan, Japanese, Mediterranean, Italian, BBQ","Self-help, Biographies, Poetry, Thriller, Fantasy, Science Fiction, Fiction, Romance, Mystery, Non-Fiction","FPS, Puzzle, Adventure, Fighting, Indie",Surfing,"Volunteering, Tech Gadgets",47
435,female,"Cycling, Gymnastics, Swimming, Tennis, Badminton","Horror, Sci-Fi, Comedy, Animated","Classical, Pop, Jazz, Rock, Folk, Country, Blues, EDM, Hip-hop, Reggae",,"Historical Sites, Mountains, Road Trips, Adventure Sports","Mediterranean, BBQ, Italian, Vegan, Mexican","Non-Fiction, Fantasy, Science Fiction, Fiction, Thriller","Adventure, Indie, RPG, Puzzle, FPS, Strategy, Simulation, Sports, Fighting","Surfing, Camping, Bird Watching, Stargazing, Boating, Fishing, Picnicking, Skiing, Rock Climbing",,38
